Date,Open,High,Low,Close,Adj Close,Volume
2021-03-08,39.980000,40.490002,39.169998,39.360001,36.559658,283800
2021-03-09,38.689999,38.889999,38.160000,38.220001,35.500767,300000
2021-03-10,38.599998,38.669998,38.009998,38.509998,35.770130,151600
2021-03-11,39.230000,39.380001,39.009998,39.250000,36.457481,197900
2021-03-12,39.000000,39.000000,38.639999,38.689999,35.937325,142600
2021-03-15,39.020000,39.680000,38.680000,39.619999,36.801159,186500
2021-03-16,39.259998,39.400002,39.060001,39.240002,36.448196,143700
2021-03-17,39.000000,39.330002,38.900002,39.220001,36.429619,201300
2021-03-18,39.119999,39.200001,37.880001,38.070000,35.361439,222300
2021-03-19,37.310001,37.900002,36.720001,37.410000,34.748394,426300
2021-03-22,37.500000,37.500000,37.070000,37.070000,34.432583,106700
2021-03-23,36.480000,36.480000,35.680000,35.830002,33.280807,291900
2021-03-24,36.240002,36.939999,36.160000,36.520000,33.921715,163900
2021-03-25,35.490002,35.820000,35.110001,35.400002,32.881401,360800
2021-03-26,36.360001,36.380001,35.799999,36.380001,33.791676,202200
2021-03-29,36.330002,37.000000,36.330002,36.889999,34.265388,128400
2021-03-30,36.880001,37.029999,36.730000,36.820000,34.200371,125200
2021-03-31,36.500000,36.500000,36.049999,36.150002,33.578041,176200
2021-04-01,36.290001,36.709999,35.700001,36.520000,33.921715,192500
2021-04-05,36.020000,36.209999,35.750000,36.000000,33.438709,152200
2021-04-06,36.029999,36.520000,35.720001,35.840000,33.290092,218100
2021-04-07,35.720001,35.950001,35.400002,35.840000,33.290092,194300
2021-04-08,35.310001,35.580002,35.290001,35.360001,32.844246,127300
2021-04-09,35.529999,35.529999,35.049999,35.240002,32.732784,91300
2021-04-12,35.299999,35.630001,35.250000,35.360001,32.844246,173200
2021-04-13,35.580002,35.860001,35.480000,35.610001,33.076458,145400
2021-04-14,36.000000,36.349998,35.840000,36.160000,33.587326,210900
2021-04-15,36.439999,36.730000,36.150002,36.410000,33.819542,228400
2021-04-16,36.669998,36.669998,36.410000,36.529999,33.931004,114200
2021-04-19,36.799999,36.799999,36.509998,36.700001,34.088909,108400
2021-04-20,36.470001,36.470001,35.439999,35.439999,32.918552,445100
2021-04-21,35.290001,35.299999,34.880001,35.090000,32.593456,336100
2021-04-22,35.000000,35.130001,34.529999,34.730000,32.259068,244900
2021-04-23,35.000000,35.180000,34.790001,35.099998,32.602741,103400
2021-04-26,35.150002,35.270000,35.040001,35.130001,32.630608,149500
2021-04-27,35.299999,35.330002,34.849998,35.090000,32.593456,128000
2021-04-28,35.250000,35.930000,35.250000,35.779999,33.234360,187500
2021-04-29,36.410000,37.869999,36.349998,37.279999,34.627640,415100
2021-04-30,36.810001,36.810001,35.849998,36.029999,33.466576,204400
2021-05-03,36.340000,36.709999,36.220001,36.500000,33.903137,170700
2021-05-04,37.259998,37.680000,36.959999,37.279999,34.627640,226100
2021-05-05,37.919998,39.250000,37.900002,38.680000,35.928040,272600
2021-05-06,38.990002,39.160000,38.650002,38.919998,36.150959,179900
2021-05-07,39.450001,39.770000,39.270000,39.730000,36.903332,196500
2021-05-10,41.200001,41.599998,40.900002,41.180000,38.250168,248900
2021-05-11,40.639999,40.919998,40.180000,40.810001,37.906498,206800
2021-05-12,40.930000,41.400002,40.630001,40.750000,37.850765,235500
2021-05-13,40.369999,40.369999,39.570000,39.910000,37.070526,181800
2021-05-14,40.180000,40.590000,40.169998,40.389999,37.516376,116100
2021-05-17,40.369999,41.020000,40.369999,40.959999,38.045818,181700
2021-05-18,42.000000,42.419998,41.759998,41.910000,38.928234,250300
2021-05-19,41.570000,41.730000,41.130001,41.650002,38.686733,137700
2021-05-20,40.830002,40.849998,40.110001,40.279999,37.414200,194100
2021-05-21,40.459999,40.700001,40.029999,40.110001,37.256298,113800
2021-05-24,40.380001,40.599998,40.139999,40.590000,37.702148,117700
2021-05-25,40.790001,40.919998,40.490002,40.560001,37.674282,113300
2021-05-26,40.470001,40.709999,40.290001,40.680000,37.785744,81000
2021-05-27,40.939999,40.939999,40.580002,40.810001,37.906498,136700
2021-05-28,41.070000,41.450001,40.900002,41.250000,38.315189,182500
2021-06-01,42.619999,42.619999,42.180000,42.470001,39.448391,319800
2021-06-02,43.090000,43.799999,43.029999,43.750000,40.637321,294500
2021-06-03,43.389999,43.540001,43.060001,43.230000,40.154320,151200
2021-06-04,43.500000,43.959999,43.349998,43.880001,40.758072,140400
2021-06-07,43.650002,43.650002,42.939999,42.950001,39.894238,232600
2021-06-08,42.990002,43.430000,42.779999,43.369999,40.284355,134800
2021-06-09,43.990002,44.040001,43.520000,43.560001,40.460842,142800
2021-06-10,44.150002,44.439999,43.529999,44.009998,40.878822,175000
2021-06-11,45.560001,45.910000,44.779999,45.119999,41.909851,235300
2021-06-14,45.669998,46.130001,45.470001,45.759998,42.504318,225200
2021-06-15,45.779999,46.029999,45.500000,46.029999,42.755104,178300
2021-06-16,46.349998,46.400002,45.840000,46.080002,42.801552,223600
2021-06-17,46.500000,47.090000,46.099998,46.810001,43.479614,499700
2021-06-18,45.160000,45.189999,44.090000,44.639999,42.682190,330200
2021-06-21,44.860001,44.900002,44.439999,44.900002,42.930790,181000
2021-06-22,46.369999,47.250000,45.900002,47.139999,45.072544,383300
2021-06-23,47.910000,48.480000,47.520000,47.630001,45.541058,215300
2021-06-24,48.599998,48.869999,48.209999,48.830002,46.688427,266800
2021-06-25,49.740002,50.889999,49.689999,50.599998,48.380795,333800
2021-06-28,50.160000,50.220001,48.520000,49.080002,46.927464,342200
2021-06-29,48.150002,48.150002,47.369999,47.459999,45.378510,252800
2021-06-30,48.730000,49.380001,48.500000,49.029999,46.879654,235700
2021-07-01,49.880001,51.160000,49.790001,50.650002,48.428608,496900
2021-07-02,49.330002,49.810001,48.529999,49.509998,47.338600,262300
2021-07-06,49.330002,49.509998,48.200001,48.400002,46.277287,258300
2021-07-07,48.400002,48.400002,47.189999,47.470001,45.388073,264000
2021-07-08,45.209999,45.459999,44.639999,45.279999,43.294121,437900
2021-07-09,45.540001,45.619999,45.000000,45.590000,43.590527,270000
2021-07-12,45.230000,45.330002,44.669998,44.680000,42.720436,279000
2021-07-13,44.970001,45.400002,44.830002,45.110001,43.131577,246300
2021-07-14,44.849998,44.900002,43.540001,43.700001,41.783417,376600
2021-07-15,43.619999,44.290001,43.619999,43.880001,41.955524,225200
2021-07-16,43.520000,43.820000,42.630001,42.720001,40.846397,216200
2021-07-19,42.000000,42.310001,41.360001,42.119999,40.272709,338000
2021-07-20,41.810001,42.189999,41.509998,42.119999,40.272709,200500
2021-07-21,42.209999,43.150002,42.000000,42.860001,40.980259,366600
2021-07-22,43.139999,43.310001,42.660000,43.230000,41.334030,123900
2021-07-23,42.720001,42.740002,41.900002,42.240002,40.387451,179500
2021-07-26,41.470001,42.290001,41.070000,42.049999,40.205780,302300
2021-07-27,41.880001,41.880001,40.990002,41.660000,39.832886,233100
2021-07-28,42.400002,43.240002,42.360001,43.099998,41.209728,236100
2021-07-29,42.660000,42.660000,41.790001,42.209999,40.358765,281000
2021-07-30,42.000000,42.040001,41.500000,41.840000,40.004993,160100
2021-08-02,42.500000,42.849998,41.970001,41.970001,40.129292,162000
2021-08-03,42.279999,42.779999,41.639999,42.490002,40.626484,233700
2021-08-04,42.200001,42.200001,41.430000,41.580002,39.756397,243200
2021-08-05,41.740002,42.049999,41.459999,41.580002,39.756397,181300
2021-08-06,41.580002,41.700001,41.340000,41.500000,39.679905,170200
2021-08-09,41.419998,42.009998,41.250000,41.759998,39.928497,164300
2021-08-10,41.930000,42.320000,41.590000,42.180000,40.330082,239000
2021-08-11,42.759998,43.020000,42.520000,42.900002,41.018505,198100
2021-08-12,43.400002,43.860001,43.299999,43.830002,41.907715,217000
2021-08-13,43.820000,43.820000,43.150002,43.220001,41.324471,151600
2021-08-16,42.830002,42.830002,42.209999,42.740002,40.865520,155300
2021-08-17,41.730000,41.950001,40.869999,40.910000,39.115780,267300
2021-08-18,41.580002,41.580002,40.709999,40.740002,38.953236,285100
2021-08-19,39.680000,39.680000,38.799999,39.430000,37.700687,372600
2021-08-20,38.650002,39.480000,38.630001,39.070000,37.356476,286700
2021-08-23,39.869999,40.840000,39.849998,40.650002,38.867184,255500
2021-08-24,40.500000,41.060001,40.430000,40.529999,38.752445,231800
2021-08-25,40.700001,40.970001,40.430000,40.660000,38.876743,178900
2021-08-26,40.700001,40.889999,39.750000,39.790001,38.044899,268000
2021-08-27,40.279999,40.959999,40.279999,40.919998,39.125340,179300
2021-08-30,42.380001,42.759998,42.110001,42.459999,40.597797,259700
2021-08-31,43.500000,43.750000,43.259998,43.610001,41.697365,258300
2021-09-01,44.070000,44.240002,43.630001,44.009998,42.079819,221300
2021-09-02,44.430000,45.090000,44.340000,44.590000,42.634384,256700
2021-09-03,45.310001,45.549999,45.000000,45.540001,43.542717,184300
2021-09-07,45.669998,46.360001,45.599998,45.830002,43.820000,218500
2021-09-08,43.770000,43.980000,42.880001,43.119999,43.119999,260700
2021-09-09,43.099998,43.320000,42.730000,42.939999,42.939999,182400
2021-09-10,43.980000,44.439999,43.810001,44.150002,44.150002,227100
2021-09-13,45.869999,46.549999,45.790001,46.410000,46.410000,273900
2021-09-14,47.799999,47.910000,46.619999,47.049999,47.049999,356200
2021-09-15,47.910000,49.240002,47.910000,48.990002,48.990002,362700
2021-09-16,48.730000,48.730000,47.740002,48.250000,48.250000,283400
2021-09-17,48.150002,48.490002,47.700001,48.169998,48.169998,292400
2021-09-20,46.000000,47.070000,45.869999,46.770000,46.770000,289800
2021-09-21,47.290001,47.669998,46.950001,47.349998,47.349998,209100
2021-09-22,48.220001,49.130001,48.090000,48.759998,48.759998,174100
2021-09-23,48.759998,49.020000,48.470001,49.000000,49.000000,170600
2021-09-24,48.660000,48.959999,48.580002,48.820000,48.820000,156600
2021-09-27,49.459999,50.220001,49.459999,50.020000,50.020000,158100
2021-09-28,50.259998,50.450001,49.720001,50.020000,50.020000,189500
2021-09-29,47.680000,47.820000,46.160000,46.250000,46.250000,430900
2021-09-30,46.910000,47.110001,46.340000,46.779999,46.779999,358900
2021-10-01,46.900002,47.240002,46.500000,47.160000,47.160000,115500
2021-10-04,47.500000,47.869999,47.330002,47.630001,47.630001,162000
2021-10-05,51.480000,51.490002,50.509998,50.740002,50.740002,475300
2021-10-06,52.000000,52.680000,51.139999,52.389999,52.389999,655200
2021-10-07,52.110001,52.750000,51.660000,52.750000,52.750000,276500
2021-10-08,52.689999,53.490002,52.619999,53.480000,53.480000,239200
2021-10-11,54.099998,54.500000,53.410000,53.490002,53.490002,240900
2021-10-12,52.500000,52.880001,52.009998,52.209999,52.209999,194700
2021-10-13,51.799999,52.270000,51.160000,52.070000,52.070000,150400
2021-10-14,52.560001,52.560001,51.459999,51.889999,51.889999,156500
2021-10-15,52.040001,52.220001,51.770000,51.820000,51.820000,118500
2021-10-18,52.369999,52.689999,51.810001,52.049999,52.049999,112000
2021-10-19,52.500000,52.910000,52.070000,52.689999,52.689999,92500
2021-10-20,52.480000,52.480000,51.490002,52.130001,52.130001,152700
2021-10-21,51.889999,51.889999,50.610001,51.160000,51.160000,165400
2021-10-22,50.400002,50.470001,49.450001,50.139999,50.139999,168700
2021-10-25,51.060001,51.380001,50.730000,51.279999,51.279999,126700
2021-10-26,51.459999,51.459999,50.689999,50.919998,50.919998,113200
2021-10-27,50.000000,50.090000,48.950001,49.049999,49.049999,184000
2021-10-28,48.340000,48.680000,47.720001,48.590000,48.590000,159500
2021-10-29,48.590000,48.590000,47.389999,48.259998,48.259998,237000
2021-11-01,48.570000,49.400002,48.310001,49.080002,49.080002,164400
2021-11-02,47.750000,47.750000,47.049999,47.110001,47.110001,154100
2021-11-03,46.529999,46.590000,45.799999,46.160000,46.160000,185200
2021-11-04,46.840000,46.840000,45.610001,46.009998,46.009998,148700
2021-11-05,44.630001,45.150002,44.160000,45.029999,45.029999,297800
2021-11-08,45.430000,45.490002,45.110001,45.400002,45.400002,145600
2021-11-09,45.570000,45.750000,45.070000,45.709999,45.709999,137900
2021-11-10,45.700001,45.700001,44.549999,44.840000,44.840000,168500
2021-11-11,45.540001,45.910000,45.290001,45.779999,45.779999,134400
2021-11-12,45.810001,45.889999,45.590000,45.840000,45.840000,109600
2021-11-15,45.700001,45.869999,45.220001,45.520000,45.520000,131700
2021-11-16,45.990002,46.090000,45.509998,45.799999,45.799999,102500
2021-11-17,46.270000,46.820000,45.939999,46.200001,46.200001,118100
2021-11-18,45.650002,45.799999,45.029999,45.500000,45.500000,127100
2021-11-19,44.720001,44.849998,44.139999,44.279999,44.279999,108800
2021-11-22,44.500000,45.299999,44.439999,44.900002,44.900002,110100
2021-11-23,45.520000,46.259998,45.520000,46.040001,46.040001,149900
2021-11-24,45.939999,46.599998,45.660000,46.119999,46.119999,121000
2021-11-26,43.919998,44.080002,42.180000,42.830002,42.830002,269900
2021-11-29,44.099998,44.340000,43.480000,43.680000,43.680000,258000
2021-11-30,43.220001,43.810001,42.740002,43.439999,43.439999,185600
2021-12-01,44.299999,44.580002,42.889999,42.889999,42.889999,188800
2021-12-02,43.459999,44.959999,43.330002,44.779999,44.779999,253500
2021-12-03,45.200001,45.360001,44.169998,44.360001,44.360001,254900
2021-12-06,45.070000,46.130001,44.480000,45.990002,45.990002,302100
2021-12-07,46.130001,46.320000,45.200001,45.299999,45.299999,143000
2021-12-08,45.369999,45.990002,45.369999,45.880001,45.880001,120200
2021-12-09,45.779999,45.860001,45.340000,45.430000,45.430000,109600
2021-12-10,45.680000,45.709999,45.060001,45.639999,45.639999,117600
2021-12-13,45.599998,45.599998,44.720001,44.840000,44.840000,136100
2021-12-14,44.500000,44.900002,44.090000,44.310001,44.310001,118800
2021-12-15,44.139999,44.310001,43.480000,44.180000,44.180000,111400
2021-12-16,45.049999,45.650002,45.049999,45.189999,45.189999,139500
2021-12-17,44.639999,44.639999,44.060001,44.259998,44.259998,156100
2021-12-20,43.680000,43.990002,43.020000,43.730000,43.730000,119100
2021-12-21,44.000000,44.560001,43.740002,44.380001,44.380001,178300
2021-12-22,44.000000,44.200001,43.779999,44.000000,44.000000,70500
2021-12-23,44.349998,44.669998,44.250000,44.560001,44.560001,97700
2021-12-27,44.560001,45.180000,44.340000,45.169998,45.169998,99700
2021-12-28,45.070000,45.340000,44.610001,44.900002,44.900002,110200
2021-12-29,44.959999,44.959999,44.290001,44.520000,44.520000,164200
2021-12-30,44.500000,44.970001,44.430000,44.790001,44.790001,125400
2021-12-31,44.830002,44.880001,44.150002,44.209999,44.209999,74900
2022-01-03,44.310001,45.180000,44.250000,44.980000,44.980000,113200
2022-01-04,44.610001,45.119999,44.509998,45.000000,45.000000,160300
2022-01-05,45.439999,45.849998,44.790001,44.830002,44.830002,210600
2022-01-06,45.279999,45.520000,44.889999,45.500000,45.500000,113300
2022-01-07,47.200001,48.299999,46.799999,48.029999,48.029999,266300
2022-01-10,48.009998,48.009998,47.040001,47.169998,47.169998,128000
2022-01-11,47.400002,48.630001,47.270000,48.619999,48.619999,135400
2022-01-12,49.200001,50.389999,49.049999,49.599998,49.599998,211400
2022-01-13,49.779999,50.220001,49.520000,49.570000,49.570000,125400
2022-01-14,49.660000,50.700001,49.349998,50.639999,50.639999,168800
2022-01-18,51.540001,52.349998,51.279999,51.619999,51.619999,291000
2022-01-19,52.310001,52.480000,51.119999,51.590000,51.590000,210300
2022-01-20,51.200001,51.279999,50.040001,50.090000,50.090000,200300
2022-01-21,49.759998,50.419998,49.119999,49.639999,49.639999,173400
2022-01-24,49.119999,49.639999,47.840000,49.279999,49.279999,338500
2022-01-25,49.139999,51.369999,48.709999,51.060001,51.060001,239300
2022-01-26,51.279999,51.720001,50.540001,51.230000,51.230000,438800
2022-01-27,51.259998,51.799999,50.060001,50.509998,50.509998,116400
2022-01-28,50.470001,50.529999,49.139999,49.689999,49.689999,186100
2022-01-31,49.669998,50.279999,49.320000,49.490002,49.490002,131200
2022-02-01,49.669998,50.630001,49.270000,50.369999,50.369999,167400
2022-02-02,50.799999,51.270000,50.080002,50.830002,50.830002,230200
2022-02-03,50.709999,51.160000,50.470001,50.970001,50.970001,106200
2022-02-04,51.279999,52.419998,51.279999,51.759998,51.759998,277700
2022-02-07,52.320000,52.959999,51.959999,52.610001,52.610001,283900
2022-02-08,52.799999,53.000000,51.450001,52.259998,52.259998,246000
2022-02-09,52.599998,53.500000,52.500000,53.490002,53.490002,132400
2022-02-10,53.000000,53.880001,52.540001,52.770000,52.770000,160900
2022-02-11,53.000000,55.180000,53.000000,55.090000,55.090000,343500
2022-02-14,54.860001,54.860001,53.340000,54.080002,54.080002,237500
2022-02-15,52.639999,52.639999,50.630001,50.799999,50.799999,438500
2022-02-16,52.020000,53.310001,52.020000,52.130001,52.130001,210900
2022-02-17,52.459999,52.580002,51.820000,52.270000,52.270000,167100
2022-02-18,51.910000,52.410000,51.639999,52.389999,52.389999,112900
2022-02-22,53.639999,53.939999,52.580002,53.240002,53.240002,198600
2022-02-23,53.200001,53.250000,51.869999,52.340000,52.340000,161300
2022-02-24,54.000000,54.040001,52.000000,52.770000,52.770000,312300
2022-02-25,52.230000,52.410000,50.889999,51.650002,51.650002,215100
2022-02-28,52.009998,53.560001,51.820000,53.259998,53.259998,187300
2022-03-01,53.459999,54.240002,53.189999,53.759998,53.759998,302600
2022-03-02,54.889999,55.000000,54.049999,54.240002,54.240002,258500
2022-03-03,53.619999,53.919998,52.750000,53.669998,53.669998,269900
2022-03-04,53.610001,55.860001,53.610001,55.840000,55.840000,209600
2022-03-04,53.610001,55.860001,53.610001,55.840000,55.840000,209603
